"","EUKAP2_00000006","EUKAP2_00000044","EUKAP1_00000108","EUKAP2_00000018","EUKAP2_00000002","EUKAP1_00000028","EUKAP2_00000186","EUKAP1_00000465","EUKAP1_00000186","EUKAP1_00000177","EUKAP2_00000030","EUKAP2_00000022","EUKAP1_00000039","EUKAP1_00000072","EUKAP2_00000154","EUKAP1_00000459","EUKAP2_00000193","EUKAP1_00000329","EUKAP1_00000033","EUKAP1_00001012","EUKAP2_00000240","EUKAP2_00000191","EUKAP2_00000530","EUKAP2_00000095","EUKAP1_00000206","EUKAP1_00000011","EUKAP1_00000092","EUKAP1_00001538","EUKAP1_00000188","EUKAP2_00001219","EUKAP1_00000190","EUKAP2_00000008","EUKAP1_00000085","EUKAP2_00000474","EUKAP1_00003256","EUKAP300000070","EUKAP2_00001065","EUKAP2_00001127","EUKAP1_00000357","EUKAP1_00000701","EUKAP1_00003304","EUKAP2_00002016","EUKAP1_00000811","EUKAP1_00000713","EUKAP2_00000971","EUKAP2_00001304","EUKAP1_00000035","EUKAP1_00000326","EUKAP1_00001471","EUKAP1_00000406","EUKAP1_00001769","EUKAP1_00000362","EUKAP1_00004847","EUKAP2_00001858","EUKAP2_00001291","EUKAP1_00000529","EUKAP2_00002179","EUKAP1_00000828","EUKAP2_00012119","EUKAP1_00000738","EUKAP1_00001887","EUKAP2_00022484","EUKAP1_00001587","EUKAP2_00003841","EUKAP1_00002171","EUKAP1_00000777","EUKAP1_00008737","EUKAP1_00002035","EUKAP1_00005032","EUKAP2_00000709","EUKAP1_00000169","EUKAP1_00004792","EUKAP1_00020370","EUKAP2_00001740","EUKAP2_00009458","EUKAP2_00003831","EUKAP1_00023690","EUKAP2_00022266","EUKAP2_00010014","EUKAP1_00057446","EUKAP2_00045451","EUKAP300018830","EUKAP1_00064447","EUKAP2_00070726","EUKAP300156660","EUKAP300243013","EUKAP1_00194237","EUKAP300050198","EUKAP1_00392433","EUKAP301198149","EUKAP300118644","EUKAP300121790"
"X_52",0.208689514547879,0.458865971296369,0.0455650537212767,0.0496431652419418,0.0272919770998353,0.00807779781977884,0.024703944788644,0.00258803231119128,0.00329385930515254,0.000235275664653753,0.0101952788016626,0.00627401772410007,0.00407811152066505,0.00980315269390636,0.0101952788016626,0.000784252215512509,0.0161555956395577,0,0.0160771704180064,0,0.00596031683789507,0.00486236373617755,0.00972472747235511,0.00258803231119128,0.00086267743706376,0,0,0,0.000627401772410007,0.00666614383185632,0,0.00721512038271508,0,0.00603874205944632,0.00164692965257627,0,0,0.0049407889577288,0.00713669516116383,0.000470551329307505,0,0.0166261469688652,0.00117637832326876,0,0.000627401772410007,0.00596031683789507,0,0,0,0,0,0.00109795310171751,0.00101952788016626,0.00588189161634382,0.00094110265861501,0,0.000627401772410007,0,0.00164692965257627,0,7.84252215512509e-05,0.00298015841894753,0,0,0,0,0,0,0,0,0,0,7.84252215512509e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_55",0.352887108951843,0.237107310507829,0.0938187309194761,0.00623707448380002,0.100384072481371,0.00111610806552211,0.0309884121721433,0.0104060663756032,0.0013787217279979,0,0.00909299806322424,0.011292387486459,0.00154285526704527,0.0103075862521748,0.0186127433279716,0,0.000295440370285264,0,0,0.00114893477333158,0.0133932967862653,0.00026261366247579,0.0105373732068411,0.0033811509043758,0,0,0.000196960246856843,6.56534156189476e-05,6.56534156189476e-05,0.00820667695236845,0,0.0133932967862653,0,0.00741883596494107,0.00357811115123264,0.000755014279617897,0,0.0026261366247579,0.00068936086399895,0,0,0.0287233693332896,0.000426747201523159,0,0.00302005711847159,0.00387355152151791,0.000361093785904212,0,0,0,0,0.00318419065751896,0.000492400617142107,0.000853494403046318,0.000984801234284214,0.000164133539047369,0,0,0.00216656271542527,0.000196960246856843,0.0020024291763779,0.000558054032761054,0,0,0,0,3.28267078094738e-05,0.00124741489676,0.000295440370285264,0,0,3.28267078094738e-05,9.84801234284214e-05,0,0,0,0,0,0,0,0,0,0,6.56534156189476e-05,0,0,0,0,3.28267078094738e-05,0,0,0
"X_58",0.566830361908829,0.0287178392228035,0.249733105583431,0.000213515533255044,0.0380858332443685,0.00125440375787338,0.0119034909789687,0.00280239137397246,0.000667236041422013,0,0.00504430447315042,0.0170812426604035,0.00245542863243301,0.00896765239671186,0.0082203480303192,2.66894416568805e-05,0.000133447208284403,0,0,0.0109960499626348,0.00378990071527704,0.000427031066510089,0.00456389452332657,0.00149460873278531,0,0,0.000106757766627522,0,0.000160136649941283,0.00368314294864951,0,0.00709939148073022,0,0.00248211807408989,0.00728621757232839,5.33788833137611e-05,0,0.00352300629870823,0.000266894416568805,8.00683249706416e-05,0.000106757766627522,0.000560478274794491,0,0,0.00104088822461834,0.00240204974911925,0.000453720508166969,0,0,0,0,0.00256218639906053,0,5.33788833137611e-05,0.000400341624853208,0.000880751574677057,0,0,0.00048040994982385,8.00683249706416e-05,0.000960819899647699,0,0,0,8.00683249706416e-05,0.000160136649941283,0,0.000240204974911925,0.000160136649941283,0,0,0.000240204974911925,0.000160136649941283,0.000373652183196327,0,0,0,0,0,0,0,0,0.000186826091598164,0.000106757766627522,0,0,0.000160136649941283,0,0,0,0,0
"X_5",0.477546186641402,0.0671245855045002,0.0385599242065372,0.00663192799621033,0.035243960208432,0.114590241591663,0.0131217432496447,0.00435812411179536,0.0146376125059214,0.0039791567977262,0.00487920416864045,0.0155850307910943,0.00227380388441497,0.0108479393652297,0.00502131691141639,0.000331596399810516,0.0442444339175746,0.0450023685457129,0.0151113216485078,0.000710563713879678,0.00748460445286594,0.000331596399810516,0.00208432022738039,0.0159639981051634,0,9.47418285172904e-05,0.000947418285172904,0,0.000568450971103742,0.0049265750828991,0,0.00625296068214117,0.000947418285172904,0.00378967314069161,0.00142112742775936,4.73709142586452e-05,0,0.00303173851255329,0.0039791567977262,0.00355281856939839,0.00459497868308858,0.00284225485551871,0.000331596399810516,0.000331596399810516,0.00142112742775936,0.00132638559924207,0.000331596399810516,9.47418285172904e-05,0,0.00412126954050213,0,0.00180009474182852,4.73709142586452e-05,0,0.000568450971103742,0.00255802936996684,0,0,0.00104216011369019,0.000615821885362387,0.001468498342018,0,0,0,0,0,0,0.000331596399810516,0,0,0.000236854571293226,0,4.73709142586452e-05,0.000568450971103742,0,0,0,0,0,9.47418285172904e-05,0,0,0,0,0,0,0,0,0,0,0,0
"X_62",0.442684063373719,0.212721342031687,0.112068965517241,0.000232991612301957,0.0470643056849953,0.00139794967381174,0.0333178005591799,0.00931966449207828,0.000698974836905871,0,0.0121155638397018,0.0139794967381174,0.00232991612301957,0.00675675675675676,0.0202702702702703,0,0,0,0,0.00139794967381174,0.00885368126747437,0,0.010950605778192,0.000465983224603914,0,0,0.000232991612301957,0,0,0.00931966449207828,0,0.010950605778192,0,0.0142124883504194,0.00209692451071761,0.000465983224603914,0,0.00582479030754893,0.00186393289841566,0,0.000232991612301957,0.00629077353215284,0,0,0.000931966449207828,0.00232991612301957,0,0,0,0,0,0.00209692451071761,0,0,0.00186393289841566,0.00302889095992544,0,0,0,0.000232991612301957,0.000931966449207828,0,0,0,0,0,0,0,0,0,0,0,0.000232991612301957,0.000232991612301957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_67",0.64654270921009,0.177315275333486,0.0531282679113423,0,0.020430025250593,0,0.0135690055347259,0.0031627005381692,0.000306067794016375,0,0.00550922029229474,0.0174968755579361,0.00147932767107914,0.00599382763282067,0.0127783304001836,0,5.10112990027291e-05,0,0.000612135588032749,0.000127528247506823,0.0028056214451501,5.10112990027291e-05,0.00571326548830566,0.000739663835539572,0,0,0.000153033897008187,0,0,0.00696304231387252,0,0.000637641237534114,0,0.00288213839365419,0.00196393501160507,0.000178539546509552,0,0.00216798020761599,0,0,0,0.000994720330553217,0,0,0.000484607340525926,0.000586629938531385,0,0,0,0,0,0.000612135588032749,0.00313719488866784,0,0.00028056214451501,0.00548371464279338,0,0,0.000127528247506823,0,0.00415742086872242,0,0,0,0,0.000102022598005458,0,0,0,0,0,0,0.000382584742520468,0,0,0,0,0,0.00084168643354503,0,0,0,0,5.10112990027291e-05,0,0,0,0,0,0,0,0
"X_69",0.193381193599249,0.138901003052769,0.136955281961824,0.0664228924150425,0.00152638464893153,0.125683518400483,0.00270052668657117,0.00171089268341776,0.00266697977121004,0.0514945150793385,0.00311986312858533,0.00793384548290785,0.0186185380254286,0.0111711228152571,0.00338823845147439,0.0160689724579825,0.00026837532288906,0.0344694555335637,0.0153309403200376,0.00013418766144453,0.00103995437619511,0.000738032137944916,0.00501526384648932,0.0071119460565601,0.0134019926867725,0.0112717635613405,0.0044281928276695,0.0258143513703915,0.00820222080579691,0.0015934784796538,0.00996343386225637,0.00125800932604247,0.00530041262705894,0.000419336442014157,0.00627327317253179,0,0,0.000654164849542085,0.000117414203763964,0.00514945150793385,0.00902412023214466,0,0.00353919957059949,0.00498171693112818,8.38672884028314e-05,0.000184508034486229,0.0026837532288906,0.00130832969908417,0.00803448622899125,0.00397530947029421,0,0.000218054949847362,6.70938307222651e-05,0.000150961119125097,0.000117414203763964,8.38672884028314e-05,5.03203730416988e-05,0.0087054245362139,0.00313663658626589,0.00098963400315341,0.00166057231037606,0.000167734576805663,0.00233151061759871,1.67734576805663e-05,0,0.00598812439196216,0.00100640746083398,0,0.00045288335737529,0,0.000939313630111712,6.70938307222651e-05,0.000117414203763964,1.67734576805663e-05,0,0,0,0,6.70938307222651e-05,0,0,0,0,8.38672884028314e-05,0,0,1.67734576805663e-05,0,1.67734576805663e-05,0,0,1.67734576805663e-05
"X_6",0.401167293649037,0.00497897764992255,0.162397654348307,0.0072195175923877,0.0733845983624696,0.0858043815003319,0.0124197831378624,0.00268311573356937,0.00221287895552113,0.00141071033414472,0.00387253817216198,0.00616840008851516,0.00210223500774508,0.00500663863686656,0.0035129453418898,8.29829608320425e-05,0.00763443239654791,0.0148539499889356,0,0.000553219738880283,0.00542155344102678,0.000138304934720071,0.00448107988493029,0.00381721619827395,0,0,0.000276609869440142,0,0.000110643947776057,0.00376189422438593,0,0.00221287895552113,0.000580880725824297,0.00282142066828944,0.00276609869440142,0.156671830050896,0,0.0027384377074574,0.00229586191635318,0.00113410046470458,0.00105111750387254,0.000110643947776057,8.29829608320425e-05,0.000110643947776057,0.00113410046470458,0.00691524673600354,2.76609869440142e-05,0,0,0.000968134543040496,0,0.000525558751936269,0,5.53219738880283e-05,0.000165965921664085,0.000553219738880283,0,0,5.53219738880283e-05,0.000497897764992255,0.000525558751936269,0,0,0,0.000110643947776057,0,0,0,0,0,8.29829608320425e-05,0,0.000110643947776057,0.000221287895552113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_71",0.326759723809051,0.131687447220704,0.0248373155829318,0.0533505538721375,0.00119219114798073,0.114649048730813,0.000347722418161045,0.000943817992151408,0.00670607520739158,0.0745616213799612,0.00660672594505986,0.0164423029159008,0.017485470170384,0.0101336247578362,0.000397397049326909,0.0160945804977398,0.000745119467487954,0.0347722418161045,0.0141572698822711,9.93492623317272e-05,0.000546420942824499,0.000298047786995181,0.0091401321345189,0.00635835278923054,0.00799761561770404,0.0103323232824996,0.00253340618945904,0.000149023893497591,0.0102329740201679,0.000397397049326909,0.0176344940638816,0.000149023893497591,0.0126173563161293,9.93492623317272e-05,0.00153991356614177,0,0,0.000447071680492772,0.000198698524663454,0.00690477373205504,0.0137101982017783,0,0.00506681237891808,0.0110774427499876,0,0.000149023893497591,0.00432169291143013,0.00769956783070886,0.0047687645919229,0.00630867815806467,0,0.000347722418161045,9.93492623317272e-05,0.000298047786995181,0,0,0,0.00228503303362972,0.000248373155829318,0.000149023893497591,0.00114251651681486,0,0.000546420942824499,0,0,0.000347722418161045,0.000496746311658636,0,0.000447071680492772,0,0.000745119467487954,0,4.96746311658636e-05,0.000149023893497591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_72",0.496774843781496,0.0349727877444064,0.22364442652691,0,0.0523080024188672,0.0114896190284217,0.0204595847611369,0.00695424309614997,0.0081636766780891,0,0.00665188470066519,0.0241886716387825,0.00473694819592824,0.00634952630518041,0.00564402338238258,0,0.00796210441443258,0,0,0.00745817375529127,0.00665188470066519,0,0.00463616206409998,0.0134045555331586,0,0,0.000201572263656521,0,0,0.00645031243700867,0,0.0118927635557347,0,0.00584559564603911,0.00896996573271518,0.00010078613182826,0,0.00302358395484781,0.000806289054626084,0.000604716790969563,0,0.00010078613182826,0,0,0.00282201169119129,0.00181415037290869,0,0.000201572263656521,0.000302358395484781,0,0,0.00110864745011086,0,0.000806289054626084,0.000403144527313042,0.000302358395484781,0.00010078613182826,0,0.0048377343277565,0.00352751461398912,0.00251965329570651,0,0,0,0,0,0,0.000201572263656521,0,0,0,0.000201572263656521,0.000302358395484781,0.00010078613182826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_73",0.431974854448691,0.0537200414330107,0.114476551059042,0,0.0954030789013109,0.0134300103582527,0.0257170411115477,0.00710790441833054,0.00867950137514734,0,0.0120370039647105,0.0195020895095903,0.0384684073293567,0.0115369503875415,0.00885809193842198,3.57181126549273e-05,0.00610779726399257,0,0.0108583062470979,0.00589348858806301,0.00921527306497125,0.000214308675929564,0.0103939707825839,0.00450048219452084,0,0,0.0225738471979141,3.57181126549273e-05,0.000857234703718256,0.0087509376004572,0,0.0233239275636675,0,0.00350037504018288,0.00500053577168983,7.14362253098547e-05,0,0.0133228560202879,0.00114297960495767,0.000500053577168983,0,0.00203593242133086,0,0,0.00414330106797157,0.00282173089973926,0,0,0.000178590563274637,7.14362253098547e-05,0,0.00628638782726721,7.14362253098547e-05,0.000142872450619709,0.0011786977176126,0.000678644140443619,0,0,0.00289316712504911,0.00857234703718256,0.00121441583026753,7.14362253098547e-05,0,0,0.000571489802478837,3.57181126549273e-05,0.000178590563274637,0,0,0.000214308675929564,0,0.000142872450619709,0.000321463013894346,0,0,0,0,0,7.14362253098547e-05,7.14362253098547e-05,0,3.57181126549273e-05,0.000785798478408401,0,0,0,0,0,0,0,0,0
"X_7",0.499876581302067,0.141129281086085,0.0628509719222462,0.00697315643319963,0.030484418389386,0.0729713051527307,0.0195001542733724,0.00543042270904042,0.00808392471459426,0.000833076211045974,0.00786794199321197,0.013730330145017,0.00188213514347424,0.00891700092564024,0.00592409750077137,0,0.020271521135452,0.0210428879975316,0,0.00107991360691145,0.00543042270904042,0,0.00546127738352361,0.00416538105522987,0,0,3.08546744831842e-05,0,0.000308546744831842,0.00678802838630053,0.000185128046899105,0.00249922863313792,0.000524529466214132,0.00583153347732182,0.00222153656278926,0.000185128046899105,0,0.00481332921937674,0.00240666460968837,0.00209811786485653,0.00157358839864239,0.000524529466214132,0.000339401419315026,6.17093489663684e-05,0.001172477630361,0.00141931502622647,0,0,0,0.00209811786485653,0,0.00398025300833076,6.17093489663684e-05,0,0.000524529466214132,0.000771366862079605,0,0,0.000339401419315026,0.000401110768281395,0.00107991360691145,0,0,0,0,0.000431965442764579,6.17093489663684e-05,0,0,9.25640234495526e-05,0.0005862388151805,0,0.000154273372415921,0.0124961431656896,0,0,0,0,0,0,0,0,0,0,0,0,3.08546744831842e-05,0,0,0,0,0
"X_8",0.567195821914267,0.0527948704690005,0.0680490201147939,0.0128238274988365,0.0416257303893686,0.0673250943688919,0.0152541496457935,0.00646362273126842,0.0124618646258855,0.00243032214695693,0.00558457003981591,0.0246651843425203,0.0211489735767103,0.00832514607787373,0.00532602513056518,0.000310253891100884,0.00124101556440354,0.0123067376803351,0,0.000930761673302653,0.00832514607787373,0,0.00558457003981591,0.00832514607787373,0,0,0.00760122033197166,0.000103417963700295,0.000310253891100884,0.00723925745902063,0,0.0079631832049227,0.000206835927400589,0.00243032214695693,0.0029474119654584,0.000103417963700295,0,0.00124101556440354,0.0028439940017581,0.00263715807435752,0.000879052691452505,0,0.000930761673302653,0.000103417963700295,0.00139614250995398,0.0020683592740059,0,0,0.000103417963700295,0.0009824706551528,0,0.00118930658255339,0.00243032214695693,0.000310253891100884,0.000723925745902063,0,5.17089818501474e-05,0,0.00139614250995398,0.00103417963700295,0.00144785149180413,0,0,0,0,0,0,0.000258544909250737,0,0,0,5.17089818501474e-05,0.000155126945550442,0,0,0,0,0,0,0,0,0,0.000361962872951032,0,0,0,0,0,0,0,0,0
"Y_10",0.320551334157979,0.0766919950521294,0.0772221240501856,0.0194380632620604,0.097367025976321,0.0910054779996466,0.0404665135182895,0.00424103198444955,0.00123696766213112,0.00194380632620604,0.0231489662484538,0.0305707722212405,0.00653825764269306,0.0189079342640043,0.0148436119455734,0,0.0549567061318254,0.0113094186251988,0,0.000353419332037463,0.0100724509630677,0.000353419332037463,0.0155504506096484,0.00689167697473052,0,0,0.000353419332037463,0,0.000530128998056194,0.00795193497084291,0,0.00583141897861813,0,0.00600812864463686,0.00671496730871179,0.00141367732814985,0,0.00494787064852448,0.00106025799611239,0.00812864463686164,0.00176709666018731,0.0109559992931613,0.000176709666018731,0,0.00954232196501149,0.00247393532426224,0,0.000176709666018731,0,0.000176709666018731,0,0.00176709666018731,0,0.000176709666018731,0.0028273546562997,0.00106025799611239,0,0,0.000706838664074925,0.000353419332037463,0,0,0,0,0,0.000176709666018731,0,0,0,0,0.000353419332037463,0.000176709666018731,0,0,0,0,0,0,0,0,0,0,0,0.000530128998056194,0,0,0,0,0,0,0,0
"Y_12",0.31171218487395,0.0579044117647059,0.139574579831933,0.0182510504201681,0.0531775210084033,0.100183823529412,0.0471376050420168,0.00420168067226891,0.00144432773109244,0.00183823529411765,0.0261292016806723,0.024422268907563,0.0040703781512605,0.0161502100840336,0.0122111344537815,0,0.0680147058823529,0.00866596638655462,0,0.00105042016806723,0.0111607142857143,0,0.0203518907563025,0.00223214285714286,0,0,0.00170693277310924,0,0,0.0115546218487395,0,0.00341386554621849,0,0.00551470588235294,0.00892857142857143,0.00039390756302521,0,0.00603991596638655,0.00131302521008403,0.00669642857142857,0.00118172268907563,0.00236344537815126,0,0,0.00420168067226891,0.00472689075630252,0.000131302521008403,0,0,0.00131302521008403,0,0.00315126050420168,0,0,0.00472689075630252,0.00039390756302521,0,0,0.000131302521008403,0.000262605042016807,0.000131302521008403,0,0,0,0,0,0,0,0,0.000656512605042017,0,0.000131302521008403,0.000262605042016807,0.000525210084033613,0,0,0,0,0,0,0,0,0,0.000131302521008403,0,0,0.000131302521008403,0,0,0,0,0
"Y_15",0.467089611419508,0.130848532910389,0.049167327517843,0.0162569389373513,0.0396510705789057,0.0340999206978589,0.042426645519429,0.00555114988104679,0.00118953211736717,0.00158604282315623,0.0265662172878668,0.0428231562252181,0.00198255352894528,0.014274385408406,0.021411578112609,0,0.0146708961141951,0.000396510705789056,0,0.00118953211736717,0.013877874702617,0,0.014274385408406,0.00158604282315623,0,0,0,0,0.00118953211736717,0.0063441712926249,0.00158604282315623,0.00753370340999207,0.00158604282315623,0.00396510705789056,0.00713719270420302,0.000793021411578113,0.000396510705789056,0.00198255352894528,0.00396510705789056,0.00317208564631245,0,0,0,0,0.00475812846946868,0.00198255352894528,0,0,0,0,0,0.0027755749405234,0,0.00118953211736717,0.00396510705789056,0.00118953211736717,0,0,0,0,0.000396510705789056,0,0,0,0,0.00118953211736717,0,0.00158604282315623,0,0,0,0,0,0.000396510705789056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_16",0.493435943866003,0.100497962879131,0.0928021729289271,0.0357627885921231,0.0371208691715708,0.0393843368039837,0.0294250792213671,0.00407424173834314,0,0,0.0217292892711634,0.0421004979628791,0.00135808057944771,0.00497962879130828,0.00950656405613399,0,0.00995925758261656,0.000905387052965142,0,0.000452693526482571,0.00679040289723857,0.000452693526482571,0.0104119511090991,0.00362154821186057,0,0,0.00135808057944771,0,0,0.0108646446355817,0,0.00497962879130828,0,0.000452693526482571,0.00814848347668628,0.000905387052965142,0,0.00860117700316885,0,0.00271616115889543,0,0.00452693526482571,0,0,0.00181077410593028,0.00497962879130828,0,0,0,0,0,0.00181077410593028,0,0.000905387052965142,0.00271616115889543,0,0,0,0,0,0.000452693526482571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_17",0.34949358541526,0.202498311951384,0.0896691424713032,0.0237677245104659,0.049291019581364,0.0284267386900743,0.037744767049291,0.00506414584740041,0.00270087778528022,0.000337609723160027,0.0236326806212019,0.0108710330857529,0.0037137069547603,0.0176232275489534,0.0131667792032411,0,0.0235651586765699,0.000337609723160027,0,0.000945307224848076,0.0177582714382174,0,0.0101958136394328,0.00790006752194464,0,0,0.00148548278190412,0,0.000337609723160027,0.00776502363268063,0,0.0298446995273464,0,0.00283592167454423,0.00303848750844025,0.000405131667792033,0,0.0196488858879136,0.000270087778528022,0.0012153950033761,0,0.00324105334233626,0,0,0.00270087778528022,0.00256583389601621,0,0,0,0,0,0.000675219446320054,0,0,0.00155300472653613,0.00135043889264011,0,0,0.000540175557056043,0,0.000405131667792033,0,0,0,0,0,0,0.000337609723160027,0,0,0,6.75219446320054e-05,6.75219446320054e-05,0,0,0,0,0,0,0.000607697501688049,0,0,0.000337609723160027,0,0,0,0,0,0,0,0,0
"Y_19",0.416730739658619,0.0768875903429186,0.0885745040750423,0.0259880055359065,0.0552052898662156,0.0430570505920344,0.0327541134860833,0.0129171151776103,0.00107642626480086,0.000615100722743349,0.0159926187913271,0.0350607411963709,0.00599723204674765,0.0316776872212825,0.0112255881900661,0,0.0149161925265262,0.00199907734891589,0,0.00199907734891589,0.0106104874673228,0.000153775180685837,0.0090727356604644,0.0127633399969245,0,0,0.000615100722743349,0,0,0.00953406120252191,0.00107642626480086,0.0101491619252653,0,0.00492080578194679,0.00861141011840689,0.000307550361371675,0,0.00415192987851761,0.00399815469783177,0.00338305397508842,0.000922651084115024,0.00568968168537598,0,0,0.00384437951714593,0.00338305397508842,0,0,0.000153775180685837,0.000461325542057512,0,0.00722743349223435,0,0,0.00153775180685837,0.0210671997539597,0.000615100722743349,0,0,0,0,0,0,0,0,0.000615100722743349,0,0,0,0,0,0.000153775180685837,0.000307550361371675,0.00138397662617254,0,0,0,0,0,0,0.000307550361371675,0,0,0.000153775180685837,0,0,0.000153775180685837,0,0,0,0,0
"Y_20",0.422691811536335,0.259721113090485,0.0740217458074821,0.00847717918791081,0.0501873579458198,0.0177529332268567,0.0244486762086123,0.00362430124700535,0.00270286872658026,0,0.0166472142023466,0.020701517292217,0.000982861355120094,0.0130229129553412,0.00829289268382579,0,0.020885803796302,0.000368573008170035,0,0.000675717181645064,0.00903003870016586,6.14288346950059e-05,0.00706431598992567,0.00350144357761533,0,0,0.0031942994041403,0,0,0.00374715891639536,0,0.00258001105719025,0,0.00485287794090546,0.00399287425517538,0,0,0.00387001658578537,0,0.000614288346950059,0,0.000982861355120094,0.000245715338780023,0,0.00276429756127526,0.00135143436329013,0,0,0,0,0,0.000860003685730082,0,0,0.00141286319798513,0.0031328705694453,0,0,0,0.000184286504085018,0.000307144173475029,0,0,0,0,0,0,0,0,0,0,0.000122857669390012,6.14288346950059e-05,0.000675717181645064,0,0,0,0,0,0,0,0,0,0.000184286504085018,0,0,0,0,0,0,0,0
"Y_22",0.500445186421814,0.0918753478018921,0.0906510851419032,0.00422927100723428,0.102448525319978,0.0137451307735114,0.0330550918196995,0.00289371174179188,0.00244852531997774,0,0.0158041179744018,0.0292710072342794,0.00105731775180857,0.0142459654980523,0.0110740122426266,0,0.00645520311630495,0.000111296605453534,0,0.000612131329994436,0.0240400667779633,0,0.00845854201446856,0.00372843628269338,0,0,0.000445186421814135,0,0,0.00706733444629939,0,0.00283806343906511,0,0.00345019476905955,0.00517529215358932,0.000500834724540902,0,0.00300500834724541,0.00189204229271007,0.000445186421814135,0,0.00422927100723428,0,5.56483027267669e-05,0.00645520311630495,0.000834724540901503,0,0,0,0,0,0.0013355592654424,0,0.000166944908180301,0.00172509738452977,0.00155815247634947,0,0,0.000278241513633834,5.56483027267669e-05,0.00111296605453534,0,0,0,0,0,0.000111296605453534,0.000166944908180301,0.000111296605453534,0,0,0,0.000111296605453534,0.000111296605453534,0,0,0,0,0,0,0,0,0,5.56483027267669e-05,0,0,5.56483027267669e-05,0,0,0,0,0
"Y_27",0.270145423438837,0.161847733105218,0.0494439692044483,0.309153122326775,0.0499572284003422,0.0076988879384089,0.0186484174508127,0.00615911035072712,0.00222412318220701,0.000171086398631309,0.0135158254918734,0.0152266894781865,0.00804106073567152,0.0150556030795552,0.0136869118905047,0,0.00273738237810094,0,0.00222412318220701,0.00119760479041916,0.00342172797262618,0,0.00598802395209581,0.000684345594525235,0,0,0.000684345594525235,0,0.000171086398631309,0.00307955517536356,0,0.00992301112061591,0,0.00496150556030796,0.00171086398631309,0,0,0.00222412318220701,0.00479041916167665,0.000684345594525235,0,0.000171086398631309,0,0,0.0037639007698888,0.00239520958083832,0,0,0,0,0,0.000513259195893926,0.00102651839178785,0.00222412318220701,0.000513259195893926,0,0.000855431993156544,0,0.000684345594525235,0,0.000171086398631309,0.00153977758768178,0,0,0,0.000342172797262618,0,0,0,0,0,0.000171086398631309,0.000171086398631309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_35",0.150278706800446,0.29386845039019,0.032329988851728,0.339130434782609,0.0167224080267559,0.00178372352285396,0.012263099219621,0.00535117056856187,0.00579710144927536,0.00133779264214047,0.00758082497212932,0.0185061315496098,0.0176142697881828,0.00356744704570792,0.0044593088071349,0.00245261984392419,0.0216276477146042,0,0,0.000222965440356745,0.00468227424749164,0.00267558528428094,0.00401337792642141,0.00044593088071349,0,0,0.00691192865105909,0,0.00044593088071349,0.00334448160535117,0,0.00334448160535117,0,0.00267558528428094,0.00334448160535117,0,0,0.00512820512820513,0.00133779264214047,0,0,0.00111482720178372,0.00178372352285396,0,0.00356744704570792,0.00490523968784839,0,0,0,0,0,0.00111482720178372,0.00133779264214047,0.00423634336677815,0.00111482720178372,0.00044593088071349,0.0020066889632107,0,0.00044593088071349,0,0.00044593088071349,0.00312151616499443,0,0.000222965440356745,0,0.000222965440356745,0,0.000222965440356745,0,0.000222965440356745,0,0,0.000222965440356745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_37",0.221307861866275,0.408449669360764,0.0238060249816311,0.155253490080823,0.0123438648052902,0.00191036002939015,0.020573108008817,0.00396767083027186,0.00257163850110213,0,0.00756796473181484,0.0123438648052902,0.0130051432770022,0.00881704628949302,0.00837619397501837,0.00102865540044085,0.0350477590007348,0,0,0,0.00595150624540779,0,0.00279206465833946,0.000808229243203527,0,0,0.00609845701689934,0,0.000881704628949302,0.000514327700220426,0,0.00301249081557678,0,0.00198383541513593,0.00110213078618663,0.000367376928728876,0,0.017634092578986,0.00558412931667891,7.34753857457752e-05,0,0.00521675238795004,0.00161645848640705,0,0.0017634092578986,0.000955180014695077,0,0,0,0,0,0.000881704628949302,0,0.00264511388684791,0.00124908155767818,0,0.00124908155767818,0,0.000440852314474651,0,0.000587803085966201,0,0,7.34753857457752e-05,0,0,0,0,0,0,0,0,7.34753857457752e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34753857457752e-05,0,0,0,0,0
