"","EUKAP2_00000006","EUKAP2_00000026","EUKAP2_00000031","EUKAP2_00000019","EUKAP2_00000044","EUKAP2_00000005","EUKAP2_00000051","EUKAP2_00000069","EUKAP1_00000108","EUKAP2_00000018","EUKAP2_00000042","EUKAP2_00000002","EUKAP1_00000028","EUKAP2_00000189","EUKAP1_00000034","EUKAP2_00000017","EUKAP1_00000069","EUKAP1_00000305","EUKAP2_00000186","EUKAP1_00000465","EUKAP1_00000536","EUKAP300000541","EUKAP1_00000186","EUKAP1_00000156","EUKAP1_00000177","EUKAP2_00000074","EUKAP1_00001000","EUKAP1_00000225","EUKAP2_00000246","EUKAP2_00000030","EUKAP2_00000022","EUKAP1_00000039","EUKAP2_00000125","EUKAP1_00000676","EUKAP1_00000072","EUKAP2_00000154","EUKAP1_00000459","EUKAP2_00000193","EUKAP1_00000329","EUKAP1_00000033","EUKAP1_00001012","EUKAP2_00000240","EUKAP2_00000191","EUKAP1_00000522","EUKAP2_00000530","EUKAP2_00000095","EUKAP1_00000082","EUKAP1_00000206","EUKAP1_00001406","EUKAP1_00000011","EUKAP1_00001616","EUKAP1_00000092","EUKAP2_00000195","EUKAP300002053","EUKAP1_00001538","EUKAP1_00001949","EUKAP1_00000145","EUKAP1_00000188","EUKAP1_00000560","EUKAP1_00000598","EUKAP1_00000190","EUKAP1_00001516","EUKAP1_00000085","EUKAP2_00000109","EUKAP300000070","EUKAP1_00000101","EUKAP1_00000129","EUKAP1_00000043","EUKAP1_00003304","EUKAP2_00002016","EUKAP1_00000916","EUKAP2_00000670","EUKAP1_00000326","EUKAP1_00001471","EUKAP1_00001769","EUKAP1_00001961","EUKAP1_00001111","EUKAP1_00001411","EUKAP1_00008425","EUKAP2_00010875","EUKAP300005273","EUKAP1_00002420","EUKAP1_00002617","EUKAP1_00000434","EUKAP1_00005382","EUKAP300002647","EUKAP1_00016976","EUKAP2_00000251","EUKAP1_00009728","EUKAP1_00013009","EUKAP2_00006487","EUKAP300006653","EUKAP1_00001258","EUKAP1_00002171","EUKAP2_00001865","EUKAP300002640","EUKAP2_00004825","EUKAP2_00016502","EUKAP2_00003459","EUKAP1_00000128","EUKAP2_00005315","EUKAP2_00001784","EUKAP1_00005518","EUKAP1_00010297","EUKAP2_00002133","EUKAP1_00057446","EUKAP2_00044418","EUKAP300018830","EUKAP300156660","EUKAP300243013","EUKAP300021552","EUKAP300050198","EUKAP1_00392433","EUKAP301198149","EUKAP300118644","EUKAP300121790"
"Z_20",0.0315241249038379,0.087968027149335,0.0914676221412777,0.0391652162678331,0.0520320092414523,0.0401334490607942,0.000124900079936051,0,0.00575621626003173,0.000315330929733718,0.012033765037482,0.00624786412241309,0.00254645129409446,0.030784695024271,0.145139918771957,0.00522984492672465,0.0125668056366618,0,0.00643947113197326,0.0874734525638237,0,0,0.000531917955281098,0.00339722865839678,0,0,0,0.00422039302621221,0,0.00315185247660001,0.00166570861378024,0.00353036185667034,0.000646232597354632,0.00381365581184184,0.00202159029738837,0.00192402255296453,0,0.00400761514092701,7.2587728436627e-05,0.000875757380289532,0.000343839425008434,0.00157665464866859,0,0,0.00138739995863343,0.000123723920173549,0.00309746846655025,0,0.00120783520767295,0,0.0323778159096146,0.00635865028519912,0,0,0,0.00292731299368979,0.000656818035217149,0.00029152707350901,0,0.000171331632622966,0,0.000216587025547379,0,0,2.49800159872102e-05,0,0.0053714919043104,7.14115686741252e-05,0,0.000263018578234294,0,0,0,0,0.000218939345072383,0,0,0,0,0,0,0,0.00115552285617352,0,0,0,0,0.000876933540052034,9.87439041863391e-05,4.87838722119186e-05,0,0,0,4.99600319744205e-05,0.00959132360857327,0,0,0,0,0.000147527776398258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_22",0.121094983955975,0.0454811759753725,0.0436329447599518,0.0307961278532056,0.0888165055217366,0.0166672777522884,0,0,0.0263502872708002,0.000149633398174473,0.00387197062560964,0.0326673711217671,0.00468262249761814,0.00910297365274063,0.0852746312373537,0.00369767359153297,0.00110991866835745,0,0.0141728372551267,0.158121872934489,0,0,0.00881686446572344,0.00443967467342979,0,0,0,0.00231315176272878,0,0.00771927761531709,0.0043710238833181,0.00586119195608728,0.0030304892087234,0.00200771905740428,0.00882919628367453,0.00482608998681707,0.000149633398174473,0.00592984274619896,0,0.000523716893610654,0.000149633398174473,0.000972617088134071,7.48166990872363e-05,0,0.00439568751922029,0.00251293822408829,0.00207020393854042,0,0.000966451179158523,0,0.0315381289351024,0.00586119195608728,0.000735835172921266,0,0,0.000299266796348945,0.00564290776780112,0.000442734285547869,0,0,0,0.00103510196927021,0,0,7.48166990872363e-05,0,0.000374083495436181,0,0,0,0.000224450097261709,0,0,0,0,0,0,0.00208253575649152,0,0,0,0,0.000299266796348945,0,0,0,0,0.000374083495436181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128877957613119,0,0,0,0,0,0,0,0,0
"Z_23",0.0882859536075106,0.0800705689612765,0.0370024683259534,0.0219420566148098,0.0983333287719104,0.0168774861505038,0.000484261659225089,0,0.0210998914860065,0.00023912356476521,0.00422354456217101,0.0244271932181812,0.00408179269918878,0.012241748153326,0.0812860842990521,0.00350866458544745,0.000741375747015427,0,0.0135431898601429,0.0535750956135216,0,0,0.00148632837221233,0.0436129038933389,0,0,0.000520295771334224,0.00214122225016583,0,0.00674450301341599,0.00309408656498632,0.0056258287168346,0.00144314050374024,0.0179842905858725,0.00396643047438067,0.00572320041861759,0,0.00332958018551117,0.000136982692073594,0.000437390780453773,2.76349969601503e-05,0.00272041795966071,0,0,0.00826940928136841,0.000240315857492368,0.00566549277318409,0,0.00208475996351837,0,0.0138938865072992,0.00324190602372209,0.000225902212648714,0,0,0.00288628100748049,0.00342451423578096,0.000555137590716202,0,2.76349969601503e-05,0,0.00658356833468148,0,0,0.000110539987840601,0,0.00184325181329885,0,0,9.61263429969472e-05,0.000129775869651767,0,0,0,0,0.0310343951431703,0,0,0,0,0,0,0.0014022841546636,0,0,0,0,0.00195622945265264,0,0,4.08563490766465e-05,0,0,0,0,0,0,0,0,2.04281745383233e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_24",0.190892133590575,0.083008303535323,0.0412663528217269,0.00926522684084897,0.0752553053747533,0.00611351324545752,0.000226165699650786,0,0.0569754672606691,0.000191234080738155,0.00407105832358005,0.0570012408820769,0.0101295666868937,0.017378962155324,0.0173613388237901,0.0025057343612348,0.000432048635421578,0,0.0173517810434048,0.069596542373318,0,0,0.00585249761948813,0.0304308155583709,0,0,0.000150838201117877,0.00209859047243044,0,0.00695921900620613,0.00463382129127097,0.00519970091465825,0.00655671942158357,0.00643738119642314,0.00697596662809688,0.00676732783912565,0,0.00208529283978735,0.000110442321497598,0.00125594199622873,0.000370356078235137,0.0053728118420955,0,0,0.00528007566017743,0.00364938941264565,0.00204267517563442,0,0.00138854279190338,0,0.0146454826679878,0.00858367643250179,0.00184736393393508,0,0,0.00254816005580346,0.00558111530993939,0.000244242222486518,0,0.000138902543972586,7.02160900170274e-05,0.00613007088534003,0,0,8.07917592405575e-05,0,0.00670050405455934,0,0,0.000280187755085317,0.00812523805729066,0,0,0,0,0,0,0,0,0,0,0,0.00114499271788805,0,0,0,0,0.000134813814675089,0,0.000154750504319491,0.00016821579752625,0,0,0.00107476108438263,0,0,1.75540225042569e-05,0,0,0.000144697335427435,0,0,0,0,0,0.00139874129991454,0,0,0,0,0,0,1.8407053582933e-05,0,0,0
"Z_25",0.0794319165715138,0.0596423360001552,0.0414706027141696,0.0258217463502378,0.179048118763928,0.0160125065076209,0.000219829970113305,1.51618527784095e-05,0.0195774272257099,0.0204950348917988,0.00430101407667805,0.016566063537547,0.00773153411803322,0.01225161019929,0.0271956270828599,0.00263440748895282,0.000131313832467411,0,0.0143124306142096,0.0653631190109719,0,0,0.00561086592888854,0.019833177630168,0.000101023585626793,0,0.000334422194545467,0.00201048417122554,0,0.00734196956063835,0.00298094047214383,0.0109709861497887,0.00660159897492851,0.00669820280294468,0.00526569765960251,0.00489215771493076,0.000740209132281089,0.00475842269378605,6.56902091343742e-05,1.13796713550913e-05,0.000323308534764661,0.00303724088323151,0.000147670047672965,0,0.00295370162106714,0.000545161173640432,0.000997428274734415,0,0.000858284067846082,0,0.019698228199557,0.01011539313256,0.00127047479634846,0,1.51618527784095e-05,0.00138002322786669,0.00455647490378787,0.000242655898624825,0,1.51618527784095e-05,0,0.00505286470989159,0,0,4.03761745131549e-05,0,0.000462286442965183,3.65939930898366e-05,4.79736644449279e-05,0.000199525606427686,0.000257751165601897,0,0,0,0,0,0,0,0,0,0,0,0.00193603490518632,0,0,0,0,0.0167507843200321,0,1.51618527784095e-05,7.20270824687293e-05,0,0,0,0,0,0,0,0,3.41390140652738e-05,0,0,0,0,0,3.41390140652738e-05,0,0,0,0,0,0,0,0,0,0
"Z_27",0.132354731938976,0.033205080047767,0.123710999756346,0.0103355522224438,0.22711418611569,0.00742454069099822,0.00274653743789993,0,0.0152548421115012,0.020122247482171,0.0134278535580608,0.0114895027259012,0.00203048237535775,0.0489409078823182,0.0096557365087772,0.00150638309468193,0.000652489366400168,0,0.00713118290947531,0.0134502278069124,0,0,0.0019121125380647,0.0352725352714817,6.11450760867709e-05,0.0303395722064528,0.00358894311291494,0.00707923891470742,0,0.00409115744339285,0.00610451354419618,0.00471973727639497,0.00244852614029888,0.00354734663216171,0.00311518977551191,0.00294722439078673,0.000545227337721624,0.00641948988185375,0,0,0.000189318949236755,0.00225584305067855,0.000159024498441818,0,0.00220939713177952,0.000522168861425738,0.00163358865869301,0,0.00183508548380078,0,0.00343265890594419,0.00221254335886488,0.000582166900948968,0,1.15292381479432e-05,0.00299509953251539,0.00290033675184757,0.000190556748302601,0,2.02302199024903e-05,0,0.0209510776428911,0,0,2.02302199024903e-05,0,0,2.02302199024903e-05,0,1.15292381479432e-05,0.000247408560740479,0,8.11480877996113e-05,0,0,0,0,0,0,0.000147495260293874,0,0,0.00176395764443245,0,0,0.0101221659067589,0,0,0,0.000168407104765314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_28",0.204405644616029,0.0210823155718617,0.0107808748926254,0.0119412920182711,0.124866036288655,0.00704173118038704,0.000376277279268628,0,0.0304955954093676,0.0373391314750781,0.000854505228956379,0.0315526759445969,0.00390195509167501,0.00316294319582748,0.0265047104511987,0.000747310305707944,0.000164077528569971,0,0.0192840929304187,0.0319389797561917,0,0,0.00218942850339872,0.00747708116077541,0,0,0.000673368907333146,0.000452408773441639,0,0.0088885979027232,0.00732176401539829,0.00838587681135466,0.00342332505408681,0.00057798852430866,0.00566173984084711,0.00556330530079152,0.000611242049182297,0.00752433932167121,0.000152262988346021,0.000121199559270597,0.000546925095233236,0.00409536792685463,0.0106413503911682,0,0.00396321788859298,0.00069261779618462,6.4316953949061e-05,0,0.000347403945991416,0,0.00677921911176148,0.00463877689172433,0.000958645995173713,0,0,0.000787998179209106,0.00686497505036023,0,0,3.32535248736366e-05,0,0.00462782641273327,0,0,4.2877969299374e-05,0,0,2.1438984649687e-05,0,9.97605746209098e-05,8.5755938598748e-05,0,0,0,0,0,0,0,0,0,0,0,0.000371033026439316,0,0,0,0,0.000238018926944769,0,5.46925095233236e-05,0.000130824003696334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_3",0.0730961416774186,0.155416104612014,0.0610739682122793,0.0466605274503825,0.00305675452634165,0.0349111852649786,0.000630613353747005,0,0.0090203800884481,0.000296931621956983,0.00880006059171413,0.00333078151991995,0.0263622988263231,0.0259540976298678,0.00406442938343238,0.00313432235393895,0.00035567876557829,0,0.00318119540033543,0.000324321557184514,0,0,0.000527310050121192,0.00219915202781938,0.000308126955517398,0,9.72157411728107e-06,0.00499688918982741,0,0.00186687551540617,0.00492535669770201,0.000397191144356296,0.00189847747546151,0.000324321557184514,0.00138265603408208,0.000874118536766769,0,0.0033244010980215,0.00261990205951158,0.000147811332460204,3.47864547171091e-05,0.00107731179504439,0,0,0.000553587625417361,0.00200755139312359,0.00096396182403506,0,0.000661275901127041,0,0.000596007598785783,4.92784660150875e-05,0.000297421517629779,0,0,5.5751493564922e-05,0.000479529409134297,3.47864547171091e-05,1.5343306482547e-05,6.46217724976345e-05,0,4.6029919447641e-05,0,0,0,0,0,1.94431482345621e-05,0.000380097116334494,6.1373225930188e-05,0,0,0,4.0408187082375e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101781413012563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_31",0.010341508607654,0.0539919676453789,0.0677651056480651,0.0134054397362754,0.0276101706927418,0.0157689299388953,0.00145172542037488,0.360594353292233,0.00463488759251143,0.0097768395040953,0.00685742003328496,0.000755430706332177,0.000829677105381823,0.0169596083306082,0,0.00263811643023887,0.00187666172832979,0,0.00757995442055973,0.00339867257459321,0,0,0.00177734012090913,0.0107960734131352,1.50902396330054e-05,0,0.00851256753070836,0.00309535674125708,0,0.00593144340183451,0.000583700149225686,0.00180995036553306,0.00483404245483821,0.000590642869484499,0.00255029083223224,0.00260703739341811,0.000541451511678704,0.00229496155758653,0,0,4.52707188990161e-05,0.00149787452970147,0.000245670714595501,0,0.00305251578771599,0.000146981757423275,0.000242954874804103,0,0.00222614683811967,0,0.0010355087806611,0.00126760029629962,0.00064767550510385,0,0,0.00168651260867762,0.00149274909167931,0.000170219516430474,0,0.000196479356789706,0,0.00895169552074153,0,0,9.47683182654468e-05,0,0,6.03609585320215e-05,0,0,0.000212774395538092,0,0,0,0,0,0,0.000743362548051206,0,0,0,0,0,0,0,0,0,0,0,0.000134607357581668,0,0,0,1.23743998416077e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_32",0.131119151890622,0.0315951452681051,0.0493010307626576,0.0079029587694937,0.028008838923307,0.00581005661183508,0,0.35946846293527,0.0172238837855159,0.0188828508865627,0.00483270134586627,0.00718262657551805,0.000909260841700491,0.0129960211493271,0,0.00127910702841273,0.00160088656270028,0,0.00683013779107028,0.00651770455030976,0,0,0.00103944135868404,0.00217167806024354,8.01110873744926e-05,0.000319776757103183,0.00373050630207221,0.00277851954710532,0.0125874546037172,0.0037518692587054,0.00678741187780389,0.003071592608417,0.00123704870754112,0.000236995300149541,0.00253151036103397,0.00266235847041231,0.000506035035248878,0.00138525421918394,0.000144867549668874,0.000932626575518052,0.000186258278145695,0.00255954924161504,6.20860927152318e-05,0,0.00246742149113437,0.000414574877162999,0.000340472121341594,4.13907284768212e-05,0.00107482375560778,0,0.00169167912839137,0.000790429395428327,0.000624866481521043,0,0,0.000920609912411878,0.00127109591967528,7.41027558214057e-05,0,0.00010948515274514,0,0.00276650288399915,0,0,6.80944242683187e-05,0,0,0.000100806451612903,0,0,0.000133518478957488,0,0,0,0.00600165562913907,0,0,0,0,2.06953642384106e-05,0,0,0.00043527024140141,0,0,0,0,0,0,0.000171571245460372,0,0,0,0,0,0,0,0,0,0.000100806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_33",0.00711401170924261,0.137507520051563,0.111754606192573,0.0146231731497954,0.00766452098344816,0.0232691789219895,0,0.00312311819832444,0.00931847439833863,0.0102855988222068,0.00992968072050537,0.000502326565143824,0.000828822733423545,0.0225125587007641,0,0.00737825100916087,0.00932074257754454,0,0.0112328319584017,0.00359772575323584,0,0,0.00229131177174991,0.00208080041396775,0,0,0.0124758442492141,0.00486590982463612,0,0.0118984745815102,0.00020937369060948,0.00155445404568757,0.00369424142928776,0.000962151601949861,0.00213296853570357,0.00212330194230553,0.000581641285956007,0.00166447146988316,0,0.00293236933570541,0,0.00352651780542142,0,0,0.00452107503394398,0,0.000652427080542829,0,0.00335793556482098,0,0.000761163734776725,0.00103734496243838,0.000626983404655763,0.00135574151285979,2.64382402707276e-05,0.00269172053055645,0.00111452745169422,0,0,0.000317258883248731,0,0.00245847013959963,0,0,0,0,0,0,0,7.93147208121827e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00027063599458728,0,0,0,0,0,0,0.00420594838225159,0.000264382402707276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_34",0.0314155641512441,0.0709304257095503,0.136448249422145,0.00771612288935152,0.0891783965058636,0.0190854709924414,0.000212588453791797,1.82481751824818e-05,0.00333936031671185,0.0169394781587573,0.0160252650207318,0.00610210802655451,0.000603091970472599,0.0293544411256351,0,0.00358389701249357,0.0265388275913895,0,0.00322348161721898,0.00235944631580512,0,0,0.000983559919831074,0.000335758991133356,0.000167879495566678,0,0.00501725308292793,0.00794237424882922,0,0.00164321937531329,0.00322987126561696,0.00373807644125281,0.00058941048422593,0.00132662932937388,0.00125910550703047,0.000809290775866412,0.000239049236834434,0.00156293483673468,0.000214411413253968,0.000317510815950875,0.000101276443234735,0.000989949568229058,0.000343971598993512,0,0.000536488918140656,0.000270978898263585,0.000623163105117252,0,0.030735852141678,3.64963503649635e-05,0.000299262640768393,0.00110216376823682,6.47800928697717e-05,0,0,0.00874529395685841,0.000817503383726567,6.47800928697717e-05,0,0.000627729794053064,0,0.00109669488985031,0,0,5.47445255474453e-05,0,0,0.000386857597756459,0,0,3.64963503649635e-05,0,0,0,0,0,0,0,0,0,2.82837425048082e-05,0,0,0,0,0,0,1.82481751824818e-05,0,0.00013959575306187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_35",0.073978162235027,0.0704312352740157,0.0819642723600671,0.00733985891453936,0.0775554108792188,0.00681255744849633,0.000193348801237432,0.0646804396330491,0.0133889607537432,0.0261207544910406,0.00635663766197991,0.021337649484419,0.00139603987576452,0.0132975223901225,0.00610409501874797,0.001676744706692,0.00525041391316201,0,0.00683651897374148,0.00488327009857239,0,0.00185657447455038,0.000753013117426383,0.000197342388778291,0.00014767399262198,0.0190897625951243,0.000220179793086017,0.00331467765891284,0.111682598418563,0.00259207497105684,0.00374530472433715,0.00610368086892892,0.00523577075884553,0.000643026758338137,0.00292224112323111,0.00214106581810919,0.00027517297263014,0.00212242907625184,0.000177167376164471,0.000790700750960118,0.000792031946807071,0.00103638034004777,0.000542358770178562,0,0.00172774429869526,0.000303335160325678,0.000363860198167139,0,0.00172641310284831,0,0.000692695154494448,0.000593358362181826,0.00131155331267791,0,0,0.00173860094038041,0.00136255290468117,0.000319516585398639,0,0.00027517297263014,0,0.000322178977092545,0,0,0,0,0,9.66744006187162e-05,0,2.4168600154679e-05,0.000841700342963382,0,0,0,0.0181447318723074,0,0,0,0,0.000277835364324046,0,0,2.4168600154679e-05,0,0,0,0,2.5499796001632e-05,0,2.4168600154679e-05,2.5499796001632e-05,0,0,0,0,0,0,0,0,7.6499388004896e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_36",0.0486696665238028,0.0618631707875337,0.122897006766266,0.00548829701082527,0.122686741064754,0.0050113865241052,0.000242456082401743,0.121376664744004,0.0150673216362359,0.0188385749914215,0.010273310057501,0.00988836592417743,0.00186832047364088,0.0209063654182152,0.0139002644485157,0.00145437747754049,0.00822057996382197,0,0.00964061052501935,0.00433667210049429,0,0,0.00413514927007784,0.000242456082401743,7.84445565080966e-05,0,3.92653453877944e-05,0.00551155525503181,0.00688563112521656,0.00621994334974517,0.00233419791049638,0.00493770156109092,0.0134098700679444,0.000417465354334158,0.00445339473207503,0.00499300691557062,0.000290414575928046,0.00116203919142384,0.000168095478231636,4.9081681734743e-05,0.000182521010379104,0.00200634712724407,0.00191401071990861,0,0.00286304283797156,0.000279683670549332,0.000550904682978519,0,0.00210716806354136,0,0.000939482622376051,0.000518322641273139,0.00500259536111058,0,0,0.00230340865621284,0.00155591884349287,5.88980180816916e-05,0,0.000170486210399388,0,0.000242809057329289,0,0,4.48254608617695e-05,0,0,0.00011067362328593,0,7.93591255398627e-05,9.25171137280187e-05,0,0,0,0.000178350923773623,0,0,0,0,3.22290667778333e-05,9.81633634694859e-06,0,8.27007773810701e-05,0,0,0,0,5.60318260772119e-05,0,0.000424062523749081,4.48254608617695e-05,0,0,0,0,0,0,0,0,2.24127304308847e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_37",0.0482408839099779,0.0596899458942181,0.0148672280522966,0.00333260292503439,0.0336174061782422,0.00186043596174326,9.73178043925992e-05,0.27824521723441,0.0125814353436737,0.0133907690185108,0.00115024414832307,0.00577157083506758,0.00101487539102548,0.00172697692945614,0.00145978473671041,0.000809844323074685,0.0266161056049763,0,0.00556005437854177,0.00307894420387371,0,0,0.000319024449004317,0.000374182317940621,1.56421085562334e-05,0,0.000167922962580846,0.00062779933833949,0,0.00361204588295644,0.00176882103597914,0.00617354818712508,0.00266905835652793,0.000462089211464475,0.00326120167873462,0.00236768767336242,0.000166816544727931,0.00414912336333195,0.000100156798773114,0.000783204626618559,0.247200827175695,0.00188637654977647,0.000346363253883353,0,0.00184134637095325,0.00172119474196047,0.00126825589135825,0,0.00276437667526747,0,0.000684422014750877,0.00136116569516061,0.00118294425310278,0,0,0.00308980225139612,0.00133515215737917,7.99431193087664e-05,0,3.12842171124668e-05,0,0.000608065918053374,0,0,6.25684342249335e-05,0,0,1.79278940102906e-05,0,1.56421085562334e-05,3.12842171124668e-05,0,1.56421085562334e-05,0,0.00238737939288672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000332502641662558,0,0,0,0,0,0,0,0,0,8.51408488915648e-05,0,0,0,0,3.53025790941235e-05,0,0,0,0,0,0,0,0,0,0,0
"Z_38",0.0585326052261973,0.0690164574751082,0.0470861816266312,0.00335392334719182,0.18659161240957,0.00315522839943951,0.000119920650470173,0.0269824338644864,0.0315978872951195,0.0183754570318657,0.00399258708803765,0.0187352374546905,0.00231996587008407,0.00367265225742775,0.0245638969611757,0.00116651095290399,0.000673020794958983,0,0.00983452104748103,0.00781359258332769,0,0,0.00100894961019018,9.71177134518855e-05,0.000134227696333116,0,3.70278904315655e-05,0.00161315113184598,6.26543123539871e-05,0.00564939934149925,0.00294149332697004,0.00626195803578206,0.00206066429007837,0.000179738759698555,0.00467512125509154,0.00450586129363371,0.000524296431420651,0.00270616244969218,8.57162449427416e-05,0,0.000453051417240181,0.00299637207887337,0.00107184441677233,0,0.00306161631700396,0.0378733083796407,0.000105600886385759,0,0.00043353330026024,2.84499068265551e-05,0.00112286948461048,0.00263364789410233,0.00174435418561908,0,2.85447174976923e-05,0.000912754567006721,0.00205526241571123,9.67511889888094e-05,0,0.000105600886385759,0,4.27696709109699e-05,0,0.0840979755715948,3.99461860068363e-05,0,0,1.1401468509144e-05,0,4.56058740365759e-05,0.000131145215858516,0,0,0,0,0,0,0,0,0,0,0,8.27979493674708e-05,0,0,0,0,5.14297469656449e-05,0,9.12811223013441e-05,0,0,0,0,0,0,4.85114513903742e-05,0,0,3.42864979770966e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_4",0.0284897016430103,0.187124405637697,0.0581742517417881,0.0524043002225578,0.00569353398559377,0.0634978842560632,0.000694868517229588,0,0.00690055978013305,0.000151087660707067,0.0100844932231246,0.0117101863646478,0.0211173722264509,0.0189513229493579,0.00814824671480854,0.00689488839639558,0.000126635839963364,0,0.0026377687686863,0.000240672503605061,0,0,0.000475597456850894,0.00248992774064209,0.000335711052886781,0,0,0.00507051621683549,0,0.00100547473401731,0.00250130248609436,0.00116308954915199,0.00157232710836976,0.000186021311758429,0.000426524665682311,0.000749908697272275,0,0.00102466124239969,0.00221107495332281,0,1.83388655577766e-05,0.00056053530289789,0,0,0.000446539572548066,0.000434068612615704,0.00121870873908941,0,0.000245414644676613,0,7.89260017860364e-05,5.74801031728141e-05,0.000969337790856476,0,9.0508385601926e-06,1.31825252445358e-05,0.00025907940791905,2.42146323063107e-05,0,0.000246303220793085,0,3.03275874922363e-05,6.11295518592553e-06,0,0,0.00443879700864918,0,0.000105359091031321,0.000116323159336883,0.000826100931952683,0,0,0,0,0,0,0,0,0,6.11295518592553e-06,0,0,0,0,6.11295518592553e-06,0,0,0,0,3.64405426781618e-05,0,0,0,2.12767489320437e-05,0,0,0,0,0,0.000194630845612592,0,0,0,0,0,9.0508385601926e-06,0,0,0,0,0,0,0,0,0,0
"Z_42",0.171495027587929,0.0931548239778805,0.115004890643212,0.00747217120384039,0.133163983495241,0.0160943964236687,0.000434358543338469,0.00018870228046179,0.0251731540620154,0.0040192515925128,0.0100227752060213,0.019384220612478,0.00180513738365901,0.0151911802553226,0.0195896375271577,0.00246708671685719,0.00441770432961719,0,0.00669997202837579,0.00363863918862554,0,0,0.00834066315071749,0.00367021145289675,0,0,0.00399775313673232,0.00649939482102456,0,0.00489505978451662,0.00618671076724227,0.000922012946528467,0.00151603392962168,0.0068776999411475,0.00372007432998475,0.00239206726142534,7.4794315632012e-05,0.00932396362162373,0,0.000470039209772715,0.000195793385788671,0.00326078434810228,3.20225438708851e-05,0,0.0016445743847049,0.000889990402657582,0.0200164546855696,0,0.00493074045095087,0,0.000982399911706877,0.000241998140313319,0.00417024694834179,0,0,0.00658561378394633,0.00144900613871607,0,0,0.00137398668328422,0,0.00719837565945603,0,0,0,0,0.00131016673534229,0.000847443770696295,0,3.20225438708851e-05,0,0,0,2.4931438544004e-05,0,0,0,0,0,0.00012809017548354,0,0,0.000238565157549798,0,0,0,2.4931438544004e-05,0,0,0.000459289981882473,0,0,0,4.9862877088008e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_43",0.053094852667002,0.0382258646207371,0.207616128271553,0.00886459767181455,0.0846643808859613,0.0153491957915187,0.000658502016172202,0,0.012055863170843,0.00145715895321365,0.0172328788964712,0.0122389088600974,0.00116772435221189,0.0216213068748742,0.00659513814117584,0.00254298241001878,0.00131713882478284,0,0.00838344783245571,0.00568062285870278,0,0,0.000395719510610652,0.000938763344512984,1.50570662812058e-05,0,0.00126146023107834,0.00992829356441707,0,0.00539471769104244,0.00319695363759217,0.00140890162371072,0.0161071202614191,0.00573059719221156,0.00247778005361303,0.0033869831039853,1.4368435421067e-05,0.00978305374028741,0,0,0.000162381389572886,0.001332349566324,0.000690060806674111,0,0.00207370531976264,0.000662233638171286,0.0043711641352437,0,0.000886263694109638,0,0.00125068862521792,0.000465538934655936,0.00462357519810658,0,0,0.00140301783009049,0.00137101573690647,1.15033762409267e-05,0,0.000929325860852473,0,0.0021444652364472,0,0,2.94255017022728e-05,0,0,0.000171665197973446,0,0.000711647157915321,0,0,0,0,4.51711988436173e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.4368435421067e-05,0,0.000175907518873863,1.4368435421067e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
